CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order
I-200-13134-996206,5/14/2013,5/20/2013,PA,170000,assistant professor,1375
I-200-12321-187733,11/16/2012,11/23/2012,PA,158000,assistant professor,1378
I-200-11146-420042,5/26/2011,12/30/2013,LA,150000,assistant professor,1381
I-200-12194-413449,7/12/2012,9/11/2013,CA,146100,software engineer,1384
I-200-14050-536864,2/19/2014,2/25/2014,CA,177000,software engineer,1387
I-200-14071-429865,3/13/2014,3/21/2014,CA,172000,software engineer,1390
I-200-14108-145232,4/22/2014,4/29/2014,CA,167136.11,software engineer,1393
I-200-14121-205391,5/1/2014,5/7/2014,CA,164307.33,software engineer,1396
I-200-14111-543880,4/22/2014,4/29/2014,CA,160855.18,software engineer,1399
I-200-14132-173795,5/13/2014,5/19/2014,CA,160000,software engineer,1402
I-200-14070-961778,3/15/2014,3/24/2014,CA,158000,software engineer,1405
I-200-14042-033081,2/17/2014,2/21/2014,CA,156115.03,software engineer,1408
I-200-14098-637266,4/10/2014,4/16/2014,CA,154000,software engineer,1411
I-200-14132-457958,6/3/2014,6/9/2014,CA,153076.5,software engineer,1414
I-200-14099-499674,4/16/2014,4/25/2014,CA,150920,software engineer,1417
I-200-14067-657378,3/10/2014,3/17/2014,CA,150000,software engineer,1420
I-200-14108-973894,4/23/2014,4/29/2014,CA,146300,software engineer,1423
I-200-14006-472086,1/9/2014,1/15/2014,CA,170000,software engineer,1426
I-200-14023-409885,1/24/2014,1/30/2014,CA,165000,software engineer,1429
I-200-15065-884944,3/9/2015,3/13/2015,CA,200850,software engineer,1432
A-14329-28493,11/25/2014,6/2/2015,MARYLAND,145392,software engineer,1435
I-200-14064-508701,3/5/2014,3/11/2014,NJ,145226,software engineer,1438
I-200-14303-385737,11/14/2014,11/20/2014,FL,151715,software engineer,1445
I-200-13123-132897,5/3/2013,5/7/2014,TX,320000,assistant professor,1449
I-200-12338-209805,12/3/2012,12/7/2012,TX,220000,assistant professor,1452
I-200-13121-564739,5/1/2013,6/18/2013,TX,188680,assistant professor,1455
I-200-13163-835851,6/12/2013,6/18/2013,TX,180000,assistant professor,1458
I-200-12342-292164,12/7/2012,12/13/2012,TX,150000,assistant professor,1461
I-200-13100-103624,4/10/2013,4/16/2013,CA,185000,software engineer,1464
I-200-15068-085688,3/9/2015,3/13/2015,TX,210000,assistant professor,1467
I-200-13014-290935,1/14/2013,1/18/2013,NM,169400,assistant professor,1470
I-200-13161-663684,6/12/2013,6/18/2013,IA,220000,assistant professor,1473
I-200-13032-791669,2/1/2013,2/7/2013,MO,65520,assistant professor,1476
I-200-14142-645309,5/22/2014,5/29/2014,CA,165000,software engineer,1479
I-200-14113-241734,4/30/2014,5/6/2014,CA,144206.4,software engineer,1482
A-13297-05395,10/31/2013,4/23/2015,CALIFORNIA,213200,software engineer,1485
A-14300-19776,10/31/2014,4/14/2015,CALIFORNIA,185053,software engineer,1488
A-14259-07350,9/29/2014,2/20/2015,CALIFORNIA,183500,software engineer,1491
A-14231-99644,8/25/2014,1/23/2015,CALIFORNIA,175000,software engineer,1494
A-14132-68623,8/27/2014,1/12/2015,CALIFORNIA,170000,software engineer,1497
I-200-14149-068166,5/29/2014,6/4/2014,CA,170000,software engineer,1500
A-14205-92262,7/25/2014,12/24/2014,CALIFORNIA,165000,software engineer,1503
I-200-14006-067881,1/6/2014,1/10/2014,CA,165000,software engineer,1506
I-200-14093-145161,4/3/2014,4/9/2014,CA,164900,software engineer,1509
A-13295-03691,10/23/2013,4/22/2015,CALIFORNIA,160000,software engineer,1512
I-200-14155-402756,6/5/2014,6/11/2014,CA,160000,software engineer,1515
I-200-14101-946346,4/21/2014,4/25/2014,CA,159378,software engineer,1518
I-200-13231-997211,8/19/2013,8/23/2013,CA,157500,software engineer,1521
A-14119-64844,6/2/2014,11/3/2014,CALIFORNIA,155000,software engineer,1524
I-200-14126-468583,5/7/2014,5/13/2014,CA,155000,software engineer,1527
I-200-14122-483111,5/6/2014,5/12/2014,CA,152955,software engineer,1530
A-14226-98293,8/27/2014,1/16/2015,CALIFORNIA,150000,software engineer,1533
I-200-13315-084218,11/12/2013,10/15/2014,CA,150000,software engineer,1536
I-200-13273-063824,9/30/2013,10/22/2013,CA,150000,software engineer,1539
I-200-13338-498614,12/5/2013,2/14/2014,CA,150000,software engineer,1542
I-200-14118-138041,5/5/2014,5/9/2014,CA,150000,software engineer,1545
I-200-13259-061571,9/16/2013,9/24/2013,CA,150000,software engineer,1548
I-200-14062-036307,3/4/2014,3/10/2014,CA,147000,software engineer,1551
I-200-14178-335727,6/27/2014,7/3/2014,CA,146000.16,software engineer,1554
A-14176-82187,7/10/2014,12/8/2014,CALIFORNIA,145000,software engineer,1557
A-14289-16380,10/27/2014,3/19/2015,CALIFORNIA,145000,software engineer,1560
I-200-14050-730383,2/19/2014,2/25/2014,CA,145000,software engineer,1563
I-200-14062-231168,3/6/2014,3/12/2014,CA,145000,software engineer,1566
I-200-14125-438896,5/14/2014,5/20/2014,CA,145000,software engineer,1569
I-200-14147-814911,5/27/2014,7/11/2014,CA,145000,software engineer,1572
I-200-13232-044115,8/20/2013,8/26/2013,CA,145000,software engineer,1575
I-200-13193-900859,9/10/2013,9/19/2013,CA,145000,software engineer,1578
A-14198-89518,8/21/2014,1/21/2015,CALIFORNIA,144210,software engineer,1581
A-14160-76482,6/13/2014,10/31/2014,CALIFORNIA,144207,software engineer,1584
A-14123-66026,7/18/2014,12/9/2014,CALIFORNIA,144206,software engineer,1587
A-14184-85227,7/29/2014,12/18/2014,CALIFORNIA,144206,software engineer,1590
A-14199-90205,10/10/2014,3/4/2015,CALIFORNIA,144206,software engineer,1593
A-14206-92633,8/1/2014,1/5/2015,CALIFORNIA,144206,software engineer,1596
A-14226-98381,9/3/2014,1/27/2015,CALIFORNIA,144206,software engineer,1599
A-14237-01341,9/16/2014,2/5/2015,CALIFORNIA,144206,software engineer,1602
A-14254-06230,10/13/2014,3/10/2015,CALIFORNIA,144206,software engineer,1605
A-14268-10487,12/23/2014,6/19/2015,CALIFORNIA,144206,software engineer,1608
A-14300-19877,11/17/2014,4/30/2015,CALIFORNIA,144206,software engineer,1611
I-200-13198-803867,7/22/2013,9/3/2014,CA,144206,software engineer,1614
I-200-13311-569837,11/8/2013,11/15/2013,CA,144206,software engineer,1617
I-200-13331-302004,11/30/2013,12/6/2013,CA,144206,software engineer,1620
I-200-13354-320680,12/20/2013,12/27/2013,CA,144206,software engineer,1623
I-200-14029-001395,1/29/2014,2/4/2014,CA,144206,software engineer,1626
I-200-14043-273225,2/18/2014,2/24/2014,CA,144206,software engineer,1629
I-200-14077-947853,3/19/2014,3/25/2014,CA,144206,software engineer,1632
I-200-14128-543729,5/8/2014,5/14/2014,CA,144206,software engineer,1635
I-200-14148-689909,6/3/2014,6/5/2014,CA,144206,software engineer,1638
I-200-14168-715132,6/24/2014,6/30/2014,CA,144206,software engineer,1641
I-200-13191-243031,7/12/2013,7/18/2013,CA,144206,software engineer,1644
I-200-15070-148772,3/11/2015,3/18/2015,CA,145000,business analyst,1647
I-200-13113-463915,4/24/2013,4/30/2013,AL,150000,assistant professor,1650
I-200-13180-951753,6/29/2013,7/5/2013,VA,143395.2,software engineer,1654
I-200-12355-705307,12/20/2012,12/28/2012,CA,145510.08,software engineer,1657
I-200-13197-395639,7/16/2013,7/22/2013,NJ,163000,assistant professor,1660
A-12299-10343,12/5/2012,1/7/2015,CALIFORNIA,142875,software engineer,1663
I-200-12285-523901,10/23/2012,10/26/2012,MD,142792,software engineer,1666
I-200-13052-089777,2/21/2013,2/27/2013,NY,180000,business analyst,1669
I-200-13032-036795,2/4/2013,2/8/2013,NY,155000,business analyst,1672
I-200-15044-468023,2/18/2015,2/24/2015,FL,210115.31,assistant professor,1675
I-200-13198-710993,7/23/2013,7/29/2013,CA,153035,software engineer,1678
I-200-14057-749340,3/20/2014,3/26/2014,CA,141898,data scientist,1681
I-200-14133-404255,5/14/2014,5/20/2014,CA,156000,software engineer,1684
I-203-14318-995375,11/17/2014,11/22/2014,CA,170000,software engineer,1687
I-200-14108-333984,4/18/2014,4/24/2014,CA,145600,software engineer,1690
I-200-13291-886744,10/18/2013,10/26/2013,CA,152000,software engineer,1693
I-200-14155-200621,6/5/2014,6/11/2014,CA,145000,software engineer,1696
A-14309-22649,11/7/2014,3/10/2015,CALIFORNIA,140920,management consultant,1699
I-200-14064-430049,3/6/2014,3/12/2014,FL,203191.83,assistant professor,1702
I-200-14255-768889,9/12/2014,9/18/2014,CA,178000,data scientist,1705
I-200-14192-087399,7/11/2014,7/17/2014,CA,145000,data scientist,1708
I-200-12233-484827,8/24/2012,7/12/2013,CA,140338,software engineer,1711
I-200-15037-239430,2/6/2015,2/13/2015,CA,150000,software engineer,1714
A-14238-01590,9/17/2014,2/10/2015,CALIFORNIA,170000,software engineer,1718
I-200-14276-931578,10/3/2014,10/9/2014,CA,150000,software engineer,1721
I-200-15064-686686,3/6/2015,3/16/2015,CA,165000,software engineer,1724
I-200-14300-150787,10/27/2014,10/31/2014,AR,176361,assistant professor,1727
I-200-15015-713953,1/15/2015,1/22/2015,CA,165000,software engineer,1730
I-200-14232-665164,8/22/2014,8/28/2014,CA,150000,software engineer,1733
I-200-14280-892095,10/7/2014,10/14/2014,AR,144667,assistant professor,1736
I-200-14275-553686,10/2/2014,10/8/2014,CA,141440,software engineer,1739
I-200-14363-466243,12/30/2014,1/6/2015,WA,155864,software engineer,1742
I-200-10277-408327,10/7/2010,2/13/2013,NJ,139589,software engineer,1745
I-200-13336-675848,12/2/2013,12/6/2013,TX,450000,assistant professor,1765
I-200-14132-978947,5/12/2014,12/8/2014,TX,180000,assistant professor,1768
A-14281-14103,11/10/2014,4/22/2015,TEXAS,138819,software engineer,1771
A-14315-24604,11/17/2014,5/11/2015,TEXAS,138819,software engineer,1774
I-200-14310-744498,11/6/2014,11/13/2014,NJ,165000,software engineer,1777
I-200-13156-460306,6/5/2013,6/11/2013,MS,164000,assistant professor,1780
I-200-13077-335661,3/19/2013,4/17/2013,CA,146000,software engineer,1783
I-200-15041-132943,2/10/2015,2/17/2015,WA,150324,software engineer,1786
I-200-14252-613503,9/10/2014,9/17/2014,CO,190000,assistant professor,1790
I-200-14076-554273,3/17/2014,3/21/2014,IA,66764.88,assistant professor,1793
I-200-13352-597814,12/20/2013,12/27/2013,CA,155000,data scientist,1796
I-200-14041-215310,2/10/2014,2/15/2014,KY,200000,assistant professor,1799
A-14125-66259,6/17/2014,11/12/2014,COLORADO,150380,assistant professor,1802
I-200-13291-602243,10/18/2013,11/1/2013,CA,165000,software engineer,1805
I-200-13234-801273,8/22/2013,8/28/2013,CA,159724.8,software engineer,1808
I-203-13226-653731,8/14/2013,8/20/2013,NY,136760,business analyst,1814
I-200-15071-755300,3/25/2015,3/31/2015,AZ,150000,management consultant,1818
I-200-15006-550016,1/6/2015,1/12/2015,CA,180000,data scientist,1821
I-200-14307-834170,11/4/2014,11/10/2014,CA,136573,data scientist,1826
I-200-13065-829381,6/27/2013,7/3/2013,CA,136448,data analyst,1829
I-200-13114-733085,4/30/2013,5/6/2013,NY,139859.2,assistant professor,1832
I-200-13337-487325,12/3/2013,12/9/2013,CA,160000,data scientist,1835
I-200-14072-767044,3/17/2014,3/21/2014,CA,140000,data scientist,1838
I-200-15049-719788,2/18/2015,2/26/2015,CA,210000,software engineer,1841
I-200-15043-005727,2/13/2015,2/23/2015,CA,150008,software engineer,1844
I-200-15076-472822,3/17/2015,3/26/2015,CA,148000,software engineer,1847
I-203-15043-875718,2/16/2015,2/24/2015,CA,140000,software engineer,1850
I-200-15049-956756,2/23/2015,3/4/2015,CA,135941,software engineer,1853
I-200-13161-797436,6/11/2013,6/17/2013,WV,205000,assistant professor,1856
I-200-14231-727378,8/19/2014,8/25/2014,TX,150000,business analyst,1859
I-200-14162-053240,6/30/2014,7/7/2014,NY,61120.8,assistant professor,1862
I-200-15030-997475,1/30/2015,2/9/2015,GA,325000,assistant professor,1865
I-200-14303-229084,10/30/2014,11/5/2014,GA,190000,assistant professor,1868
I-200-14293-266215,10/20/2014,10/24/2014,GA,145708.33,assistant professor,1871
I-200-15069-987033,3/10/2015,3/19/2015,CA,135762,software engineer,1874
I-200-13190-637367,7/10/2013,12/15/2014,CA,170000,software engineer,1877
I-200-13168-883267,6/18/2013,11/5/2014,CA,157017.6,software engineer,1880
I-200-13127-476736,5/7/2013,5/13/2013,CA,147999.96,software engineer,1883
I-200-13213-865056,8/1/2013,12/10/2014,CA,146076,software engineer,1886
I-200-13186-293659,7/8/2013,7/12/2013,CA,143003.07,software engineer,1889
I-200-13203-050551,7/22/2013,6/18/2014,CA,140760,software engineer,1892
I-200-14127-047982,5/7/2014,8/7/2014,VA,105300,assistant professor,1895
A-14052-44216,8/25/2014,1/9/2015,NEW HAMPSHIRE,155000,assistant professor,1898
I-200-13050-751279,3/7/2013,3/13/2013,CA,140000,data scientist,1901
I-200-13078-562494,3/20/2013,3/26/2013,CA,135428.8,data scientist,1904
I-200-14230-293936,8/19/2014,8/25/2014,CA,145000,software engineer,1907
I-200-14276-004511,10/7/2014,10/14/2014,CA,140000,software engineer,1910
I-200-14258-758488,9/16/2014,9/22/2014,CA,143208,software engineer,1913
I-200-14227-692103,8/15/2014,8/15/2014,MS,404400,assistant professor,1918
I-200-14308-702134,11/4/2014,11/10/2014,MS,170000,assistant professor,1921
I-200-15055-409342,2/24/2015,3/5/2015,CA,156750,software engineer,1924
I-200-15055-721567,2/24/2015,3/4/2015,CA,145000,software engineer,1927
I-200-14107-375206,4/17/2014,4/25/2014,AL,138000,assistant professor,1930
I-200-12114-428658,4/23/2012,11/5/2014,MI,300000,assistant professor,1933
I-200-15033-302121,2/2/2015,2/10/2015,CA,140000,software engineer,1936
I-200-15002-226163,1/2/2015,1/9/2015,CA,135000,software engineer,1939
I-200-14351-307559,12/17/2014,12/23/2014,CA,134837,data scientist,1942
I-200-13057-224631,2/27/2013,3/5/2013,CA,135000,software engineer,1945
A-14097-58374,6/3/2014,10/29/2014,NEW YORK,134714,assistant professor,1948
I-200-13017-055405,1/17/2013,1/24/2013,MA,134694.82,assistant professor,1951
I-200-14272-934011,9/29/2014,10/3/2014,CA,166400,software engineer,1954
I-200-15037-734911,2/10/2015,2/17/2015,CA,200000,software engineer,1957
I-200-15048-789697,2/17/2015,2/23/2015,CA,190000,software engineer,1961
I-200-14346-433183,12/18/2014,12/24/2014,CA,185000,software engineer,1964
I-200-14287-093425,10/15/2014,10/21/2014,CA,180000,software engineer,1967
I-200-14342-880157,12/8/2014,12/12/2014,CA,180000,software engineer,1970
I-200-14191-642569,7/11/2014,7/17/2014,CA,178000,software engineer,1973
A-14307-22142,11/12/2014,5/21/2015,CALIFORNIA,175000,software engineer,1976
I-200-14357-212824,12/23/2014,12/31/2014,CA,175000,software engineer,1980
I-200-15084-812571,3/25/2015,3/31/2015,CA,175000,software engineer,1984
I-200-15023-933389,2/3/2015,2/9/2015,CA,173200,software engineer,1988
A-14268-10500,10/13/2014,3/5/2015,CALIFORNIA,170000,software engineer,1992
I-200-14345-085651,12/12/2014,12/18/2014,CA,170000,software engineer,1995
I-200-15071-721908,3/12/2015,3/18/2015,CA,170000,software engineer,1998
I-203-14223-448972,8/12/2014,8/18/2014,CA,170000,software engineer,2001
A-14283-14820,10/10/2014,11/18/2014,CALIFORNIA,165000,software engineer,2004
I-200-14363-288845,12/29/2014,1/5/2015,CA,165000,software engineer,2007
I-200-14211-174814,7/31/2014,8/6/2014,CA,165000,software engineer,2010
I-200-15061-052922,3/2/2015,3/6/2015,CA,163950,software engineer,2013
I-200-15012-895882,1/13/2015,1/20/2015,CA,162000,software engineer,2016
A-14304-21427,12/11/2014,6/26/2015,CALIFORNIA,160000,software engineer,2020
I-200-14300-947117,10/29/2014,11/4/2014,CA,160000,software engineer,2023
I-200-15062-007754,3/4/2015,3/10/2015,CA,160000,software engineer,2026
I-203-14274-614741,10/1/2014,10/7/2014,CA,160000,software engineer,2031
I-200-14206-785698,7/25/2014,7/31/2014,CA,160000,software engineer,2034
I-200-14254-680647,9/12/2014,9/18/2014,CA,160000,software engineer,2037
I-200-14363-580785,12/29/2014,1/5/2015,CA,155000,software engineer,2041
I-200-15023-509790,1/23/2015,1/30/2015,CA,155000,software engineer,2044
I-200-15041-781184,2/12/2015,2/19/2015,CA,155000,software engineer,2047
I-201-15082-808616,3/23/2015,3/27/2015,CA,155000,software engineer,2050
I-200-14219-280531,8/7/2014,8/13/2014,CA,155000,software engineer,2053
I-200-15016-923076,1/21/2015,1/27/2015,CA,154390,software engineer,2056
I-200-15076-566678,3/18/2015,3/24/2015,CA,154000,software engineer,2059
A-14328-28250,11/26/2014,6/1/2015,CALIFORNIA,152288.51,software engineer,2062
A-14003-29940,8/7/2014,12/29/2014,CALIFORNIA,150000,software engineer,2065
I-200-14279-156788,10/6/2014,10/10/2014,CA,150000,software engineer,2068
I-200-14330-302884,11/26/2014,12/3/2014,CA,150000,software engineer,2071
I-200-15011-850393,1/13/2015,1/20/2015,CA,150000,software engineer,2074
I-200-15029-262969,2/25/2015,3/3/2015,CA,150000,software engineer,2077
I-200-15042-565094,2/24/2015,3/2/2015,CA,150000,software engineer,2080
I-200-15058-438815,2/27/2015,3/6/2015,CA,150000,software engineer,2083
I-200-15071-809691,3/12/2015,3/18/2015,CA,150000,software engineer,2086
I-203-14336-621802,12/4/2014,12/10/2014,CA,150000,software engineer,2089
I-200-14204-456150,7/23/2014,7/29/2014,CA,150000,software engineer,2092
I-200-14223-077178,8/11/2014,8/15/2014,CA,150000,software engineer,2095
I-200-14232-949557,8/26/2014,9/2/2014,CA,150000,software engineer,2098
I-200-15077-556735,3/18/2015,3/24/2015,CA,146400,software engineer,2101
I-200-14280-165932,10/9/2014,10/16/2014,CA,145000,software engineer,2104
I-200-15040-622311,2/25/2015,3/3/2015,CA,145000,software engineer,2107
I-200-15062-521647,3/3/2015,3/9/2015,CA,145000,software engineer,2110
I-200-14041-950566,9/2/2014,9/8/2014,CA,145000,software engineer,2113
I-200-14294-708808,10/24/2014,10/30/2014,CA,142000,software engineer,2116
I-200-15049-997558,2/18/2015,2/24/2015,CA,141000,software engineer,2119
I-200-12046-686248,2/6/2015,2/13/2015,CA,140000,software engineer,2122
I-200-14282-461275,10/9/2014,10/16/2014,CA,140000,software engineer,2125
I-200-14352-624306,12/18/2014,12/24/2014,CA,140000,software engineer,2129
I-200-14363-234316,1/5/2015,1/9/2015,CA,140000,software engineer,2132
I-200-15019-202559,1/19/2015,1/23/2015,CA,140000,software engineer,2136
I-200-15033-939735,2/4/2015,2/10/2015,CA,140000,software engineer,2139
I-200-15056-455484,2/26/2015,3/4/2015,CA,140000,software engineer,2142
I-200-15063-321343,3/4/2015,3/10/2015,CA,140000,software engineer,2145
I-200-15069-946498,3/11/2015,3/18/2015,CA,140000,software engineer,2148
I-200-14184-773939,7/3/2014,7/10/2014,CA,140000,software engineer,2151
I-200-14232-581074,8/20/2014,8/26/2014,CA,140000,software engineer,2154
I-200-14182-593791,3/13/2015,3/19/2015,CA,139302.8,software engineer,2157
I-200-14198-801037,7/18/2014,7/24/2014,CA,137000,software engineer,2160
A-14257-06754,9/22/2014,2/18/2015,CALIFORNIA,135000,software engineer,2163
I-200-14206-682627,12/16/2014,12/22/2014,CA,135000,software engineer,2166
I-200-14324-411037,11/20/2014,11/26/2014,CA,135000,software engineer,2170
