CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-13113-797255,4/24/2013,4/30/2013,CA,155000,software engineer,3076,0
I-200-12305-626137,11/1/2012,11/7/2012,CA,153300,software engineer,3082,0
I-203-13123-714407,5/6/2013,5/10/2013,CA,150627,software engineer,3091,0
I-200-12269-799348,9/25/2012,10/2/2012,CA,150000,software engineer,3100,0
I-200-13044-912930,2/13/2013,2/20/2013,CA,150000,software engineer,3106,0
I-200-13114-953116,4/26/2013,5/2/2013,CA,150000,software engineer,3115,0
I-200-12284-720374,10/16/2012,10/22/2012,CA,147816.09,software engineer,3124,0
I-200-13133-302617,5/16/2013,5/22/2013,CA,146800,software engineer,3130,0
I-200-13028-909373,1/28/2013,2/1/2013,CA,145000,software engineer,3139,0
I-200-13178-546200,6/28/2013,7/5/2013,CA,145000,software engineer,3148,0
I-200-12349-712050,12/14/2012,12/20/2012,CA,143000,software engineer,3154,0
I-200-12277-798562,10/3/2012,10/11/2012,CA,140000,software engineer,3163,0
I-200-13053-233250,2/25/2013,3/1/2013,CA,140000,software engineer,3172,0
I-200-13079-252131,3/20/2013,3/26/2013,WA,140000,software engineer,3178,0
I-200-13068-413606,3/13/2013,6/4/2013,CA,140000,software engineer,3187,0
I-200-13149-404061,6/3/2013,6/7/2013,CA,138000,software engineer,3196,0
I-200-13114-293608,4/25/2013,5/1/2013,CA,135200,software engineer,3202,0
I-200-12318-214194,11/26/2012,11/30/2012,CA,135000,software engineer,3211,0
I-200-13086-120396,3/27/2013,4/2/2013,CA,135000,software engineer,3220,0
I-200-13144-941416,5/24/2013,5/31/2013,CA,135000,software engineer,3226,0
A-13218-85994,9/20/2013,4/13/2015,CALIFORNIA,133500,software engineer,3235,0
I-200-12296-280130,10/24/2012,1/10/2014,CA,133328,software engineer,3244,0
I-200-12314-085029,11/9/2012,11/16/2012,CA,133328,software engineer,3250,0
I-200-13015-003533,1/18/2013,1/25/2013,CA,133328,software engineer,3259,0
I-200-13066-034452,3/8/2013,3/14/2013,CA,133328,software engineer,3268,0
I-200-12214-641201,3/15/2013,3/21/2013,CA,133328,software engineer,3274,0
I-200-13100-534599,5/6/2013,5/10/2013,CA,133328,software engineer,3283,0
I-200-12362-784201,1/2/2013,9/27/2013,CA,133328,software engineer,3292,0
I-200-14007-829389,1/8/2014,1/14/2014,FL,250000,assistant professor,3298,0
I-203-13082-696003,3/27/2013,4/2/2013,CA,153800,software engineer,3307,0
I-200-15021-473918,1/22/2015,1/28/2015,CA,134000,data scientist,3317,0
I-200-12158-280898,6/6/2012,11/2/2012,CA,140000,software engineer,3323,0
I-200-12180-724101,6/29/2012,10/4/2012,CA,133078,software engineer,3332,0
I-200-14314-702688,11/10/2014,11/17/2014,NJ,140000,software engineer,3341,0
I-200-12341-771139,12/6/2012,12/12/2012,MD,140000,software engineer,3347,0
A-14300-19779,11/25/2014,5/19/2015,CALIFORNIA,132746,software engineer,3356,0
I-200-15006-138129,1/9/2015,1/15/2015,CA,132746,software engineer,3365,0
I-200-15076-133294,3/18/2015,3/24/2015,CA,132746,software engineer,3371,0
I-200-13365-872514,1/10/2014,1/16/2014,CA,132662,software engineer,3380,0
I-200-15068-999436,3/10/2015,3/18/2015,CA,132642,software engineer,3389,0
I-200-15006-843298,1/9/2015,2/10/2015,CA,145000,software engineer,3396,0
I-200-14323-045840,11/19/2014,11/25/2014,NY,132558,business analyst,3405,0
I-200-15068-063153,3/12/2015,3/18/2015,CA,135210,software engineer,3414,0
I-200-14098-969913,4/9/2014,4/15/2014,CA,160000,software engineer,3420,0
I-200-15072-571346,3/16/2015,3/25/2015,CA,132232,software engineer,3429,0
I-200-14056-530188,2/25/2014,3/3/2014,CA,135000,software engineer,3438,0
I-200-13193-265536,7/17/2013,7/23/2013,WA,132120,assistant professor,3444,0
I-200-14150-152744,5/30/2014,6/5/2014,CA,180000,software engineer,3453,0
I-200-13304-233111,3/10/2014,3/14/2014,CA,170000,software engineer,3462,0
I-200-14073-631883,3/14/2014,3/20/2014,CA,165000,software engineer,3468,0
I-200-13225-340029,8/15/2013,8/21/2013,CA,162915,software engineer,3477,0
I-200-14064-521699,3/5/2014,3/11/2014,CA,160000,software engineer,3486,0
I-200-14154-836176,6/3/2014,6/9/2014,CA,160000,software engineer,3493,0
I-200-14052-129654,2/21/2014,2/27/2014,CA,155000.04,software engineer,3502,0
I-200-14163-951088,6/12/2014,6/18/2014,CA,155000,software engineer,3513,0
I-200-14178-536362,7/3/2014,7/10/2014,CA,153000,software engineer,3519,0
A-14311-23934,11/11/2014,4/27/2015,CALIFORNIA,150000,software engineer,3528,0
I-200-14072-954181,3/17/2014,3/21/2014,CA,150000,software engineer,3538,0
I-200-14148-387790,5/29/2014,6/4/2014,CA,150000,software engineer,3548,0
I-200-13218-056577,8/6/2013,8/12/2013,CA,148000,software engineer,3557,0
I-203-14167-411325,6/16/2014,6/20/2014,CA,145500,software engineer,3566,0
I-200-13297-089367,10/30/2013,11/5/2013,CA,145000,software engineer,3572,0
I-200-14161-891906,6/10/2014,6/16/2014,CA,145000,software engineer,3581,0
I-200-14176-716581,6/26/2014,7/2/2014,CA,144996,software engineer,3590,0
I-200-13308-528021,11/5/2013,11/12/2013,CA,143055,software engineer,3596,0
I-200-13291-258794,11/5/2013,11/13/2013,CA,140400,software engineer,3605,0
I-200-14058-696249,2/27/2014,3/5/2014,CA,140000,software engineer,3614,0
I-200-14083-690914,3/24/2014,3/28/2014,CA,140000,software engineer,3620,0
I-200-13213-983040,8/1/2013,8/7/2013,CA,140000,software engineer,3630,0
I-200-13302-559052,10/29/2013,11/4/2013,CA,138600,software engineer,3639,0
I-200-14006-070018,1/14/2014,1/21/2014,CA,137000,software engineer,3645,0
I-200-14178-577468,6/27/2014,7/3/2014,CA,135200,software engineer,3654,0
A-14232-99846,8/27/2014,1/26/2015,CALIFORNIA,135000,software engineer,3663,0
I-200-13309-228020,11/5/2013,11/8/2013,CA,135000,software engineer,3669,0
I-200-14128-518345,5/12/2014,5/16/2014,CA,135000,software engineer,3678,0
I-200-14009-406908,1/9/2014,1/15/2014,CA,134200.8,software engineer,3688,0
I-200-14059-611425,2/28/2014,3/6/2014,CA,132700,software engineer,3694,0
A-14030-37161,2/18/2014,10/8/2014,CALIFORNIA,132080,software engineer,3703,0
A-14156-75608,7/8/2014,12/4/2014,CALIFORNIA,132080,software engineer,3712,0
A-14178-83252,6/27/2014,11/25/2014,CALIFORNIA,132080,software engineer,3718,0
A-14295-18339,12/17/2014,6/24/2015,CALIFORNIA,132080,software engineer,3727,0
I-200-13351-234762,12/17/2013,12/23/2013,CA,132080,software engineer,3736,0
I-200-14065-568848,3/7/2014,7/21/2014,CA,132080,software engineer,3742,0
I-200-14099-687756,4/9/2014,4/15/2014,CA,132080,software engineer,3751,0
I-200-13191-390491,7/11/2013,7/29/2013,CA,132080,software engineer,3760,0
I-200-13325-547944,11/25/2013,11/27/2013,CA,112674,software engineer,3766,0
I-200-14205-503140,7/25/2014,7/31/2014,CA,132038.4,software engineer,3775,0
I-200-15075-888913,3/16/2015,3/20/2015,CA,185000,software engineer,3784,0
I-200-15058-502615,2/27/2015,3/5/2015,CA,165000,software engineer,3790,0
I-200-15082-485446,3/23/2015,3/27/2015,CA,160000,data scientist,3799,0
I-200-15048-531767,2/20/2015,2/26/2015,CA,153500,software engineer,3808,0
I-200-15062-304074,3/5/2015,3/11/2015,CA,150000,software engineer,3814,0
A-14317-25528,11/18/2014,5/18/2015,CALIFORNIA,142800,software engineer,3823,0
I-200-15069-738804,3/10/2015,3/16/2015,CA,140000,software engineer,3832,0
I-200-14245-074578,9/8/2014,9/12/2014,CA,140000,software engineer,3838,0
I-200-15079-567326,3/20/2015,3/26/2015,CA,139000,software engineer,3847,0
I-200-14289-971641,10/17/2014,10/23/2014,CA,135000,software engineer,3856,0
I-200-14318-456176,11/14/2014,11/20/2014,CA,135000,software engineer,3862,0
I-200-14272-263217,10/15/2014,10/21/2014,CA,134000,software engineer,3871,0
A-14307-21897,11/14/2014,5/4/2015,CALIFORNIA,133500,software engineer,3880,0
I-200-14272-246135,9/29/2014,10/3/2014,CA,132600,software engineer,3886,0
A-14303-21108,10/31/2014,3/20/2015,CALIFORNIA,132038,software engineer,3895,0
I-200-14332-198471,12/16/2014,12/22/2014,CA,132038,software engineer,3904,0
I-200-14352-863560,12/18/2014,12/24/2014,CA,132038,software engineer,3910,0
I-200-15020-180305,1/20/2015,1/22/2015,CA,132038,software engineer,3919,0
I-200-15058-541532,3/4/2015,3/10/2015,CA,132038,software engineer,3928,0
I-200-15064-190459,3/5/2015,3/11/2015,CA,132038,software engineer,3934,0
I-200-14182-057048,7/1/2014,7/8/2014,CA,132038,software engineer,3943,0
I-200-14239-116784,8/27/2014,9/3/2014,CA,132038,software engineer,3952,0
I-200-13106-773031,5/1/2013,5/3/2013,MA,155000,assistant professor,3958,0
I-200-13353-446174,12/19/2013,12/26/2013,NY,150000,business analyst,3968,0
I-200-14325-447059,12/4/2014,12/10/2014,CA,131968,software engineer,3977,0
I-200-14182-818919,7/1/2014,7/8/2014,IL,236579.2,management consultant,3983,0
I-200-14240-035190,8/28/2014,9/4/2014,CA,144000,software engineer,3992,0
I-200-14281-438365,10/9/2014,10/16/2014,CA,131610,software engineer,4001,0
I-200-15050-774682,2/25/2015,3/5/2015,CA,131610,software engineer,4007,0
I-200-13126-386350,5/6/2013,5/10/2013,DC,158080,software engineer,4016,0
I-200-11270-982770,9/27/2011,10/3/2011,CA,131414,software engineer,4025,0
I-200-13213-215626,8/1/2013,8/7/2013,MD,132000,software engineer,4031,0
I-200-15057-878627,2/27/2015,3/5/2015,CA,185000,software engineer,4040,0
I-200-14282-351066,10/9/2014,10/16/2014,CA,173076.02,software engineer,4049,0
I-200-14223-623342,8/11/2014,8/15/2014,CA,171000,software engineer,4055,0
I-200-15062-187231,3/3/2015,3/9/2015,CA,163700,software engineer,4064,0
I-200-15057-414220,2/26/2015,3/4/2015,CA,160000,software engineer,4073,0
I-200-14192-221965,7/16/2014,7/22/2014,CA,160000,software engineer,4079,0
I-200-14352-125453,1/5/2015,1/9/2015,CA,158000,software engineer,4088,0
I-200-15058-122742,2/27/2015,3/5/2015,CA,156600,software engineer,4097,0
I-200-14282-294777,10/13/2014,10/17/2014,CA,155000,software engineer,4103,0
I-200-14183-682256,7/2/2014,7/9/2014,CA,155000,software engineer,4112,0
I-200-14339-898968,12/5/2014,12/11/2014,CA,152340.5,software engineer,4121,0
I-200-14283-479388,10/10/2014,10/17/2014,CA,151000.2,software engineer,4127,0
I-200-14325-287234,11/21/2014,11/28/2014,CA,150000,software engineer,4136,0
I-200-15033-822325,2/2/2015,2/6/2015,CA,150000,software engineer,4145,0
I-200-15076-746777,3/17/2015,3/23/2015,CA,150000,software engineer,4151,0
I-200-14220-423129,8/8/2014,8/14/2014,CA,150000,software engineer,4160,0
I-200-15072-483254,3/13/2015,3/19/2015,CA,150000,data scientist,4169,0
I-200-14253-108108,9/10/2014,9/16/2014,CA,148000,software engineer,4175,0
I-200-14267-426065,9/25/2014,10/1/2014,CA,145000,software engineer,4184,0
I-200-15006-326069,1/7/2015,1/13/2015,CA,145000,software engineer,4193,0
I-200-15049-923440,2/18/2015,2/24/2015,CA,145000,software engineer,4199,0
I-200-14233-021741,8/21/2014,8/27/2014,CA,145000,software engineer,4208,0
I-200-14254-177085,9/24/2014,9/30/2014,CA,143100,software engineer,4217,0
A-14324-27679,11/21/2014,5/27/2015,CALIFORNIA,142669,software engineer,4223,0
I-200-15084-619093,3/25/2015,3/31/2015,CA,141000,software engineer,4232,0
I-200-14308-498129,11/4/2014,11/10/2014,CA,140000,software engineer,4241,0
I-200-15042-374103,2/24/2015,3/2/2015,CA,140000,software engineer,4247,0
I-200-15068-995998,3/9/2015,3/13/2015,CA,140000,software engineer,4256,0
I-200-14204-527959,9/11/2014,9/17/2014,CA,140000,software engineer,4265,0
I-200-14237-779294,8/26/2014,9/2/2014,CA,140000,software engineer,4271,0
I-200-14263-424921,9/20/2014,9/25/2014,CA,139500,software engineer,4280,0
I-200-14217-095999,8/13/2014,8/19/2014,CA,138000,software engineer,4289,0
I-200-15058-221274,2/27/2015,3/5/2015,CA,137000,software engineer,4295,0
I-200-14338-990266,12/5/2014,12/11/2014,CA,135000.06,software engineer,4304,0
I-200-14318-747481,11/14/2014,11/20/2014,CA,135000,software engineer,4313,0
I-200-14337-606693,12/3/2014,12/9/2014,CA,135000,software engineer,4319,0
I-200-15047-221800,2/16/2015,2/22/2015,CA,135000,software engineer,4328,0
I-200-15075-495592,3/16/2015,3/20/2015,CA,135000,software engineer,4337,0
I-200-14188-606818,7/7/2014,7/14/2014,CA,135000,software engineer,4343,0
I-200-14251-144545,9/9/2014,9/15/2014,CA,135000,software engineer,4352,0
I-200-14342-063143,12/9/2014,12/11/2014,CA,133976,software engineer,4361,0
I-200-15044-696331,2/13/2015,2/22/2015,CA,132990,software engineer,4367,0
I-200-14307-967240,11/7/2014,11/14/2014,CA,132000,software engineer,4376,0
I-200-15058-441731,2/27/2015,3/5/2015,CA,132000,software engineer,4385,0
I-200-14192-301072,7/17/2014,7/23/2014,CA,132000,software engineer,4391,0
A-14325-27885,11/21/2014,5/27/2015,CALIFORNIA,131270,software engineer,4400,0
I-200-14266-005889,9/25/2014,10/1/2014,CA,131269,software engineer,4409,0
I-200-14281-166227,10/8/2014,10/15/2014,CA,131269,software engineer,4415,0
I-200-14294-853839,10/22/2014,10/28/2014,CA,131269,software engineer,4424,0
I-200-14323-584508,11/20/2014,11/26/2014,CA,131269,software engineer,4433,0
I-200-14353-743183,12/24/2014,12/31/2014,CA,131269,software engineer,4439,0
I-200-15020-875025,1/20/2015,1/26/2015,CA,131269,software engineer,4448,0
I-200-15047-356271,3/3/2015,3/9/2015,CA,131269,software engineer,4457,0
I-200-15051-287847,2/23/2015,2/27/2015,CA,131269,software engineer,4463,0
I-200-15058-542029,2/27/2015,3/5/2015,CA,131269,software engineer,4472,0
I-200-15064-926429,3/6/2015,3/12/2015,CA,131269,software engineer,4481,0
I-200-15076-707726,3/18/2015,3/24/2015,CA,131269,software engineer,4487,0
I-200-14184-163847,7/3/2014,7/10/2014,CA,131269,software engineer,4496,0
I-200-14237-536822,9/3/2014,9/9/2014,CA,131269,software engineer,4505,0
I-200-14245-187433,9/4/2014,9/10/2014,CA,131269,software engineer,4511,0
I-200-14230-216799,8/18/2014,8/24/2014,CA,149988.8,software engineer,4520,0
I-200-14168-930253,6/19/2014,6/25/2014,CA,130977,software engineer,4529,0
I-200-13338-318558,12/4/2013,1/31/2014,CA,135000,software engineer,4535,0
I-200-13309-670024,11/5/2013,11/12/2013,NY,130624,business analyst,4544,0
I-200-14070-551193,3/11/2014,3/17/2014,MA,141500,software engineer,4553,0
I-200-13364-759957,12/30/2013,1/6/2014,MA,130291,software engineer,4559,0
I-200-14069-555691,3/12/2014,3/17/2014,CA,130197,software engineer,4568,0
I-200-13148-992793,5/28/2013,6/3/2013,CA,131000,software engineer,4577,0
I-200-13148-793997,5/31/2013,6/6/2013,CA,130055,data scientist,4583,0
I-200-13331-683436,12/3/2013,12/9/2013,CA,129991,software engineer,4592,0
A-13292-02569,10/21/2013,3/26/2015,TEXAS,129854,business analyst,4601,0
A-13324-17363,11/20/2013,3/26/2015,TEXAS,129854,business analyst,4607,0
I-200-14027-807659,1/27/2014,2/3/2014,WA,295000,assistant professor,4616,0
I-200-12142-928569,5/21/2012,11/9/2012,TX,265000,assistant professor,4627,0
I-200-13108-359434,4/18/2013,12/30/2013,TX,129677,assistant professor,4633,0
I-200-13247-136252,9/11/2013,9/18/2013,CA,129646,software engineer,4644,0
I-200-13183-358468,7/2/2013,7/9/2013,CA,129519,software engineer,4653,0
I-200-14066-877959,3/25/2014,7/21/2014,NY,132000,business analyst,4659,0
I-200-14318-154848,11/14/2014,11/20/2014,NY,170000,software engineer,4668,0
I-203-15068-742245,3/12/2015,3/18/2015,NY,150000,software engineer,4677,0
I-200-15057-231106,2/27/2015,3/6/2015,NY,145000,software engineer,4683,0
I-200-14239-154570,8/27/2014,9/4/2014,NY,140000,software engineer,4692,0
I-200-14188-942063,7/8/2014,7/14/2014,NY,135000,software engineer,4701,0
I-200-14197-225928,7/16/2014,7/22/2014,NY,130000,software engineer,4707,0
I-200-14357-048099,12/23/2014,12/30/2014,NY,129355,software engineer,4716,0
I-200-12152-383010,5/31/2012,2/28/2013,IN,137067.84,assistant professor,4725,0
I-200-13176-329707,6/25/2013,7/1/2013,LA,155000,assistant professor,4732,0
I-200-12279-864733,10/5/2012,10/12/2012,CA,155000,software engineer,4741,0
I-200-13162-135949,6/11/2013,6/17/2013,CA,140000,software engineer,4750,0
I-200-13162-858377,6/12/2013,6/18/2013,CA,135000,software engineer,4756,0
I-200-13064-251841,3/6/2013,3/12/2013,CA,130000,software engineer,4765,0
I-200-12278-678018,10/4/2012,10/11/2012,CA,129022,software engineer,4774,0
I-200-13038-975873,2/8/2013,2/14/2013,CA,129022,software engineer,4780,0
I-200-11321-812049,11/17/2011,11/23/2011,NY,148500,business analyst,4789,0
A-14190-86352,12/22/2014,6/22/2015,OHIO,128794,software engineer,4798,0
I-200-14314-369604,11/11/2014,11/17/2014,WA,174979,software engineer,4804,0
I-200-14307-008527,11/4/2014,11/10/2014,WA,156475.75,software engineer,4813,0
I-200-14335-414550,12/1/2014,12/5/2014,WA,149000,software engineer,4822,0
I-200-14294-979332,10/21/2014,10/27/2014,WA,135000,software engineer,4828,0
A-14224-97345,8/12/2014,6/11/2015,WASHINGTON,128773,software engineer,4837,0
I-200-15071-168536,3/12/2015,3/18/2015,WA,128773,software engineer,4846,0
I-200-14240-344376,8/29/2014,9/5/2014,WA,140000,software engineer,4852,0
I-200-15069-810882,3/10/2015,3/16/2015,WA,128710,software engineer,4861,0
I-200-13203-430389,7/25/2013,7/31/2013,CA,130000,software engineer,4870,0
I-200-14335-188532,12/1/2014,12/5/2014,CA,128519,software engineer,4876,0
I-200-12290-910856,10/16/2012,10/22/2012,CA,180000,software engineer,4885,0
I-200-13164-665108,6/18/2013,6/24/2013,CA,128294.4,software engineer,4894,0
I-200-13100-686485,4/10/2013,4/16/2013,CA,160000,software engineer,4900,0
I-200-13065-143430,3/7/2013,3/13/2013,CA,147000,software engineer,4909,0
I-200-13073-299171,3/19/2013,8/26/2013,CA,144000,software engineer,4918,0
I-200-13008-982136,1/10/2013,1/16/2013,CA,140000,software engineer,4924,0
I-200-14266-054447,9/23/2014,9/29/2014,CA,137700,software engineer,4933,0
I-200-13109-854093,4/24/2013,4/30/2013,CA,135000,software engineer,4942,0
I-200-13095-347072,4/11/2013,4/17/2013,CA,132000,software engineer,4948,0
I-200-12269-279714,9/27/2012,10/3/2012,CA,130000,software engineer,4957,0
I-200-13008-235602,1/8/2013,1/14/2013,CA,130000,software engineer,4966,0
I-203-13107-307455,4/17/2013,4/23/2013,CA,130000,software engineer,4972,0
A-13122-61031,5/7/2013,12/1/2014,CALIFORNIA,129000,software engineer,4981,0
A-13032-36813,2/5/2013,1/9/2015,CALIFORNIA,128294,software engineer,4990,0
I-200-13043-151417,2/14/2013,6/6/2014,CA,128294,software engineer,4996,0
I-200-12311-005195,11/7/2012,11/15/2012,CA,128294,software engineer,5005,0
I-200-13015-923379,1/18/2013,1/25/2013,CA,128294,software engineer,5014,0
I-200-13053-044547,2/26/2013,3/4/2013,CA,128294,software engineer,5020,0
I-200-13078-909643,3/19/2013,3/25/2013,CA,128294,software engineer,5029,0
I-200-12199-217543,7/24/2012,4/30/2013,CA,128294,software engineer,5038,0
I-200-13140-290372,5/22/2013,5/29/2013,CA,128294,software engineer,5044,0
I-200-13175-192547,7/1/2013,7/3/2013,CA,128294,software engineer,5053,0
I-200-13009-036704,1/9/2013,1/15/2013,CA,135000,business analyst,5062,0
I-200-12272-187152,9/28/2012,10/4/2012,NJ,140000,software engineer,5069,0
I-200-13105-924774,4/17/2013,4/23/2013,CA,127809,software engineer,5078,0
I-200-14202-778326,7/23/2014,7/30/2014,MA,127754,software engineer,5088,0
I-200-15014-565644,2/27/2015,3/5/2015,NY,132569,assistant professor,5094,0
I-200-15051-167300,2/24/2015,3/4/2015,CA,150000,software engineer,5103,0
I-200-15072-784885,3/18/2015,3/27/2015,CA,140000,software engineer,5112,0
I-200-15072-383845,3/13/2015,3/23/2015,CA,127520,software engineer,5118,0
A-14142-71830,7/22/2014,12/11/2014,CALIFORNIA,127442,software engineer,5134,0
A-14192-87695,8/11/2014,1/13/2015,CALIFORNIA,127442,software engineer,5143,0
